id,created_at,source,original_text,lang,favorite_count,retweet_count,original_author,hashtags,user_mentions,place,clean_tweet,compound,neg,neu,pos,sentiment
1397656706746760000,2021-05-26,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @NewsandGuts: America’s top health official now wants a more transparent investigation into the origins of Covid-19 in China.  The ”lab-…,en,0.0,6050.0,kbplitt,,NewsandGuts,,america top health offici want transpar investig origin covid19 china lab,0.2732,0.0,0.744,0.256,pos
1399810000000000000,2021-06-01,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","“NACI guidance based on early research from U.K., Spain that shows mixing shots is safe and effective”… https://t.co/VSrd1qKRJG",en,0.0,0.0,PaulStewartII,,,"Toronto, Canada",naci guidanc base earli research spain show mix shot safe effect,0.4404,0.0,0.775,0.225,pos
1403280000000000000,2021-06-11,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Paalam, Gov. Dodo! Davao del Sur Gov. Douglas Cagas dies of COVID-19 complications
https://t.co/StqrgTGASK… https://t.co/Yl75dGbtj4",en,0.0,1193.0,PolitikoWatch,,,,paalam gov dodo davao del sur gov dougla caga dy covid19 complic,0.0,0.0,1.0,0.0,neu
1405630000000000000,2021-06-17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @MIAging: Many COVID-19 survivors experience alarming neurological and physical signs and symptoms post-infection. At #MIHealthSummit, l…",en,0.0,71.0,MarthaDieOma,MIHealthSummit,MIAging,,mani covid19 survivor eerienc alarm neurolog physic sign symptom post infect ,0.0258,0.173,0.647,0.18,pos
1401960000000000000,2021-06-07,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @damini_baid: To respected
@narendramodi 
@himantabiswa 
Assam govt has not yet decided to cancel the seba board exams even they are thi…",en,0.0,1.0,Simmy72882297,,"damini_baid, narendramodi, himantabiswa",,respect assam govt yet decid cancel seba board exam even thi,0.2732,0.142,0.638,0.22,pos
1402660000000000000,2021-06-09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @NewsWireLK: Pictures : Youth group restores discarded ambulance &amp; donates it for Covid-19 operations https://t.co/OiRlcsojh8,en,0.0,3.0,asryismath,,NewsWireLK,"Colombo, Sri Lanka",pictur youth group restor discard ambul donat covid19 oper,-0.25,0.2,0.8,0.0,neg
1399850000000000000,2021-06-01,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">KTBBTwitterPost</a>","West Virginia's COVID-19 vaccine incentive lottery to includes guns, trucks, cash prizes https://t.co/fS5TQqA4BJ of… https://t.co/6xAf4tgjyh",en,0.0,2.0,KTBBRadio,,,"Tyler, Texas",west virginia covid19 vaccin incent lotteri includ gun truck cash prize,0.2263,0.163,0.612,0.224,pos
1386776345204740000,2021-04-26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @OuterHebs: Welcome back!

To keep everyone feeling safe and comfortable, we ask that you follow the P.L.A.C.E code throughout your stay…",en,0.0,8389.0,ButhBharraigh,,OuterHebs,"Isle of Barra, Outer Hebrides ",welcom back keep everyon feel safe comfort ask follow code throughout stay,0.6597,0.0,0.649,0.351,pos
1387322298445840000,2021-04-28,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Covaxin has been found to neutralise the 617 variant of the deadly virus, White House chief medical adviser and Ame… https://t.co/PanLXUYsG4",en,0.0,6.0,DeccanHerald,,,India,covaxin found neutralis variant deadli viru white hous chief medic advis ame,0.0,0.0,1.0,0.0,neu
1401960000000000000,2021-06-07,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Engr_Naveed111: IMF Praises Pakistan’s Strong Economic Recovery From COVID-19.

 “Policy Actions Taken by Countries,” which reviewed va…",en,0.0,4.0,nashanas71,,Engr_Naveed111,"Rawalpindi, Pakistan",imf prais pakistan strong econom recoveri covid19 polici action taken countri review va,0.5106,0.0,0.784,0.216,pos
1386737076377370000,2021-04-26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @FOX46News: A ‘QUESTION MARK’: Israeli health officials are examining a small number of cases of heart inflammation in people who had re…,en,0.0,20.0,Sincerely_Ciara,,FOX46News,"Charlotte, NC",question mark isra health offici examin small number case heart inflamm peopl,0.0772,0.0,0.894,0.106,pos
1402370000000000000,2021-06-08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @HopkinsMedNews: Read about @BonnieSwenorPhD’s own brush with #COVID and the challenges she and others with #disabilities face when tryi…,en,0.0,8.0,meekslisa,"COVID, disabilities","HopkinsMedNews, BonnieSwenorPhD",Ann Arbor ,read brush challeng other face tryi,0.0,0.0,1.0,0.0,neu
1405260000000000000,2021-06-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @spmaloney: COVID-19 has taken the lives of 600,000 Americans - a staggering loss for our country, for our communities, and for so many…",en,0.0,125.0,Messe3Christina,,spmaloney,"Alexandria, VA",covid19 taken life american stagger loss countri commun mani,-0.3182,0.223,0.777,0.0,neg
1409130000000000000,2021-06-27,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CDM government servants at the Ministry of Agriculture, Livestock, and Irrigation, Department of Cooperatives are f… https://t.co/x4ocXdv8Gb",en,0.0,0.0,JustSLK,,,Singapore,cdm govern servant ministri agricultur livestock irrig depart cooper ,0.0,0.0,1.0,0.0,neu
1393222816418390000,2021-05-14,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">satxcovidbot</a>","New available appointments detected!
Provider: CVS Pharmacy
City: Schertz

Registration link: https://t.co/dFHy2gijrE

[14-05-2021 10:12:58]",en,0.0,11.0,satx_vaccinebot,,,San Antonio,new avail appoint detect provid cv pharmaci citi schertz registr link,0.0,0.0,1.0,0.0,neu
1398389623986990000,2021-05-28,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Are you lost and don't know how to continue to grow your business during this pandemic?

Here are 4 reasons why com… https://t.co/VHZz20KWLJ",en,0.0,0.0,mtgmarketingpro,,,"Rancho Cucamonga, CA",lost know continu grow busi pandem reason com,-0.3182,0.247,0.753,0.0,neg
1395034238458730000,2021-05-19,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @CTVNews: Canada's COVID-19 vaccination rate likely to surpass U.S. this week https://t.co/5P6LC8Yy1g https://t.co/bfH4xPN2v7,en,0.0,201.0,ajaxpickering,,CTVNews,"Ajax and Pickering, Ontario",canada covid19 vaccin rate like surpass week,0.3612,0.0,0.706,0.294,pos
1391064071261360000,2021-05-08,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Eighteen New COVID-19 Cases Reported Locally https://t.co/1VZ3qlSMs2,en,0.0,0.0,INtricountynews,,,,eighteen new covid19 case report local,0.0,0.0,1.0,0.0,neu
1391055212803060000,2021-05-08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Lankapress: 920 more COVID-19 cases detected, bringing the total number of cases reported today to 1,890 and active infections to 19,36…",en,0.0,641.0,anp66,,Lankapress,"Colombo , Sri Lanka",covid19 case detect bring total number case report today activ infect,0.0772,0.0,0.885,0.115,pos
1388517654659420000,2021-05-01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @sumeetbhasin: @tavleen_singh Sharing with you news and pics. Certainly you didn’t noticed them before as you wore spectacles of hate MO…,en,0.0,508.0,bhalraval,,"sumeetbhasin, tavleen_singh",Mumbai,share news pic certainli notic wore spectacl hate mo,-0.3612,0.287,0.543,0.171,neg
1402710000000000000,2021-06-09,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",San Angelo Health Dept. confirms county's 314 COVID-19-related death https://t.co/N1YjYqpyXr,en,0.0,625.0,FOXWestTexas,,,"Texas, USA",san angelo health dept confirm counti covid19 relat death,-0.5994,0.328,0.672,0.0,neg
1408100000000000000,2021-06-24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @DailyExposeTeam: BREAKING - Are we beginning to see evidence of Pathogenic Priming and Cytokine Storms due to the Covid-19 vaccines in…,en,0.0,6.0,b1worldproject,,DailyExposeTeam,,break begin see evid pathogen prime cytokin storm due covid19 vaccin,0.0,0.0,1.0,0.0,neu
1405640000000000000,2021-06-17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @kibeoscar: Hello @PoliceUg reported the theft of my motorcycle bajaj UEW 904Q at namugongo police,  kyaliwajalla. Had gone to test for…",en,0.0,0.0,MichaelAyanwola,,"kibeoscar, PoliceUg",Lagos Nigeria ,hello report theft motorcycl bajaj uew namugongo polic kyaliwajalla gone test,0.0,0.0,1.0,0.0,neu
1404520000000000000,2021-06-14,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AndrewJMullen: #coronavirus mortality rate c.f yesterday:- 
Yemen 19.64%-&gt;=
Peru 9.42%-&gt;=
Mexico 9.38%-&gt;=
DonetskPR 7.61%-&gt;=
Sudan 7.51…",en,0.0,46.0,Abdirah51653853,coronavirus,AndrewJMullen,,mortal rate yesterday yemen gt peru gt mexico gt donetskpr gt sudan,0.7506,0.0,0.488,0.512,pos
1401280000000000000,2021-06-05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @centerofright: COVID-19 Vaccination Update- Day 141 - 23.1 Cr cumulative - 2.77 Cr 18-44 https://t.co/mCof4lMLSO,en,0.0,8.0,enigma15in,,centerofright,"ÜT: 12.9687703,77.6445777",covid19 vaccin updat day cr cumul cr,0.0,0.0,1.0,0.0,neu
1405630000000000000,2021-06-17,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @drlouisehansen: “No one has ever become poor by giving.” *I believe we could all learn much from Australia’s Sikh Community. What they…,en,0.0,2.0,blueskymum,,drlouisehansen,"Sunshine Coast, Queensland",one ever becom poor give believ could learn much australia sikh commun,-0.4767,0.22,0.78,0.0,neg
1397226615441140000,2021-05-25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @AutoRaja1212: @Swamy39 BJP is incompetent to handle any critical stage #CoronaVirus #Economy #China 's aggression.
Farmer's have been b…",en,0.0,2.0,Sarbjit75307016,"CoronaVirus, Economy, China","AutoRaja1212, Swamy39",,bjp incompet handl critic stage aggress farmer ,-0.5267,0.468,0.532,0.0,neg
1389947587986320000,2021-05-05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @msdh: Today MSDH is reporting 218 more cases of COVID-19 in Mississippi, 2 deaths, and 25 ongoing outbreaks in long-term care facilitie…",en,0.0,99.0,BenOspikes,,msdh,Frontlines ,today msdh report case covid19 mississippi death ongo outbreak long term care faciliti,-0.1779,0.215,0.608,0.177,neg
1405990000000000000,2021-06-18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Hopefully that dismal effort #EnglandvsScotland was designed to ensure no pub landlord in England gets #Covid fined… https://t.co/LXJJN4rS63,en,0.0,414.0,ChurchfieldJE,"EnglandvsScotland, Covid",,"Cornwall, UK",hope dismal effort design ensur pub landlord england get fine,-0.0772,0.255,0.446,0.299,neg
1397643650637730000,2021-05-26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @BabeTruth2: Biden asks intelligence agencies to 'redouble' efforts to determine origins of the coronavirus https://t.co/s9OI7HrHos,en,0.0,1.0,catsequalneko,,BabeTruth2,"Helena, AL",biden ask intellig agenc redoubl effort determin origin coronaviru,0.0,0.0,1.0,0.0,neu
1405260000000000000,2021-06-16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mygovindia @MoHFW_INDIA I have taken #COVISHIELD , Please clarify this. Why members are denying the increased gap?… https://t.co/qo14uP2x6A",en,0.0,0.0,pratap_king_1,COVISHIELD,"mygovindia, MoHFW_INDIA",,taken pleas clarifi member deni increas gap,0.0,0.0,1.0,0.0,neu
1400450000000000000,2021-06-03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @GHA_Foundation: Global Health Alliance Foundation continues to support India during the Pandemic. Thanks to the #NHS staff for supporti…,en,0.0,80.0,YHMHealth,NHS,GHA_Foundation,"London, Global",global health allianc foundat continu support india pandem thank staff supporti,0.6369,0.0,0.634,0.366,pos
1386727643131870000,2021-04-26,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AnisonJen: #COVID19 #WHO The statistics data. It NOT over. Take care!
https://t.co/dtQS6lAnJK
Wash your hands and wear your #Masks plea…",en,0.0,530.0,IngramOxford,"COVID19, WHO, Masks",AnisonJen,USA,statist data take care wash hand wear plea,0.7506,0.0,0.484,0.516,pos
1387293382762840000,2021-04-28,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hey good governance babu. put full lockdown in bihar. only then will the lives of the people be left.#lockdown #BJP,en,0.0,0.0,KishalayTiwari,"lockdown, BJP",,,hey good govern babu put full lockdown bihar life peopl left,0.4404,0.0,0.775,0.225,pos
1404180000000000000,2021-06-13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Estimates suggest that as many as 43,000 children in the US have lost a parent due to COVID-19

Navigating COVID-19… https://t.co/qThrZHl23C",en,0.0,0.0,NicoleNugentPhD,,,"Providence, RI",estim suggest mani child lost parent due covid19 navig covid19,-0.3182,0.204,0.796,0.0,neg
1405250000000000000,2021-06-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @DebDebya: @JoyAnnReid That and elevating themselves from millionaires to billionaires. So what if they forced Americans out to work in…,en,0.0,0.0,Flomoll,,"DebDebya, JoyAnnReid",Ireland,elev millionair billionair forc american work,0.0,0.0,1.0,0.0,neu
1402710000000000000,2021-06-09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @WSJ: The Biden administration plans to donate 500 million Pfizer vaccine doses to the rest of the world, people familiar with the plans…",en,0.0,0.0,atikahyahya93,,WSJ,selangor,biden administr plan donat million pfizer vaccin do rest world peopl familiar plan,0.0,0.0,1.0,0.0,neu
1397283027412260000,2021-05-25,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Tokyo2020 New Gold, Silver and Bronze Medals for the Covid-19 Games! https://t.co/wdBi7dQWJP",en,0.0,0.0,ofiaich,,Tokyo2020,イギリス,new gold silver bronz medal covid19 game,0.4767,0.0,0.659,0.341,pos
1390746230687470000,2021-05-07,"<a href=""https://twitter.com/CaronaUpdates"" rel=""nofollow"">Carona Updates</a>","RT @LegendaryEnergy: Covid-19 disruptions (lockdowns) killed 228,000 children in South Asia. 

Whoops! Casual mistake. 

Virtually no media…",en,0.0,250.0,CaronaUpdates,,LegendaryEnergy,,covid19 disrupt lockdown kill child south asia whoop casual mistak virtual medium,-0.5994,0.285,0.606,0.109,neg
1389498614150400000,2021-05-04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @PIB_India: Many people take steroids in an early stage which could further replicate the virus.

Steroids are for moderate illness only…",en,0.0,79.0,cusgujzone,,PIB_India,"Ahmadabad City, India",mani peopl take steroid earli stage could replic viru steroid moder ill,-0.4215,0.203,0.797,0.0,neg
1405630000000000000,2021-06-17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @3AW693: Three-in-four issued are yet to be paid.
https://t.co/zLeQ5EvlsO",en,0.0,0.0,Renee_Charlize,,3AW693,"Beaconsfield Upper, Victoria",three four issu yet paid,0.0,0.0,1.0,0.0,neu
1406320000000000000,2021-06-19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @City_Press: Pomp, ceremony and nearly half a billion rand later and not a single patient has been admitted to a multi-million rand Covi…",en,0.0,35.0,sheryllowenthal,,City_Press,,pomp ceremoni nearli half billion rand later singl patient admit multi million rand covi,0.2023,0.0,0.878,0.122,pos
1387741863721920000,2021-04-29,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sidhant: EXCL: Amid India #Covid crisis US to redirect 20 million doses of AstraZeneca vaccines, send raw material to manufacture 500,0…",en,0.0,1.0,abhishekjha157,Covid,sidhant,Delhi,excl amid india crisi redirect million do astrazeneca vaccin send raw materi manufactur,0.0,0.0,1.0,0.0,neu
1392844757475350000,2021-05-13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @AkashSharmaINC: Shri @bhupeshbaghel has once again kept statesmanship alive in Indian politics. He has halted the work related to a new…,en,0.0,7.0,psiubu,,"AkashSharmaINC, bhupeshbaghel",Kayalpattnam ,shri kept statesmanship aliv indian polit halt work relat new,0.0,0.0,1.0,0.0,neu
1404530000000000000,2021-06-14,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",What it's like to re-enter the U.S. from abroad right now - SF Gate https://t.co/NAIQb91EFs,en,0.0,1.0,drnoahross,,,"Johannesburg, South Africa",like enter abroad right sf gate,0.3612,0.0,0.667,0.333,pos
1392827968372620000,2021-05-13,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Bihar: As bodies were found floating in rivers, @Smita_Sharma discusses #Covid surge in rural India and the latest… https://t.co/8Iiy26ZyCE",en,0.0,30615.0,IndiaAheadNews,"Bihar, Covid",Smita_Sharma,India,bodi found float river discu surg rural india latest,0.0,0.0,1.0,0.0,neu
1404190000000000000,2021-06-13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oracle Engineer Who Helped Design CDC Coronavirus Tracking System Dies from COVID-19 Two Months After Getting the V… https://t.co/G0DMg8wPi2,en,0.0,0.0,AchoWendyR,,,United States,oracl engin help design cdc coronaviru track system dy covid19 two month get ,0.4019,0.0,0.816,0.184,pos
1393797506685750000,2021-05-16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BangaloreMirror: Techie admitted to Victoria Hospital alleges abject negligence in #covid handling and treatment. 

https://t.co/PzQoYS…",en,0.0,7.0,NagrajK16,covid,BangaloreMirror,"Bengaluru, India",techi admit victoria hospit alleg abject neglig handl treatment,0.2023,0.0,0.816,0.184,pos
1402370000000000000,2021-06-08,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#TakeOffYourMask ""And now that we have properly rigorous scientific research we can rely on, the evidence shows tha… https://t.co/1wbO4hMHpo",en,0.0,15.0,alan_sharland,TakeOffYourMask,,"London, UK",properli rigor scientif research reli evid show tha,0.0,0.0,1.0,0.0,neu
1386777227627460000,2021-04-26,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","school was pretty empty today, only 19 students in the whole buliding because covid cases are rising in nova soctia… https://t.co/cV8GTDaCwv",en,0.0,81.0,annoyingkid08,,,chucky.E.cheese,school pretti empti today student whole bulid covid19 case rise nova soctia,0.0,0.0,1.0,0.0,neu
1403260000000000000,2021-06-11,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @REAL_Centre: Full link to blog with emerging findings (link not working from @Telegraph article) @jriggers 
Learning Inequalities Widen…",en,0.0,117.0,Sandra_Bax,,"REAL_Centre, Telegraph, jriggers",,full link blog emerg find link work articl learn inequ widen,0.0,0.0,1.0,0.0,neu
1408140000000000000,2021-06-24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RepDrewFerguson: .@GOPLeader, @HouseGOP &amp; @GOPDoctors are committed to holding China accountable for COVID-19. Determining the origin o…",en,0.0,14.0,SiegelGeorge8,,"RepDrewFerguson, GOPLeader, HouseGOP, GOPDoctors",,commit hold china account covid19 determin origin,0.296,0.0,0.732,0.268,pos
1401270000000000000,2021-06-05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @GeetimaK: Logo on the mask to show that the wearer is deaf/ wearing a hearing aid. It has been difficult for these people during Covid…,en,0.0,9.0,priya_thyag,,GeetimaK,India,logo mask show wearer deaf wear hear aid difficult peopl covid19,-0.3612,0.2,0.8,0.0,neg
1397854645704400000,2021-05-27,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",The Latest: Another COVID-19 vaccine enters final trials https://t.co/cbQXUZIwUJ,en,0.0,1.0,fox13,,,"Salt Lake City, Utah",latest anoth covid19 vaccin enter final trial,0.0,0.0,1.0,0.0,neu
1394584342324640000,2021-05-18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @PRO_Vizag: #IndiaFightsCorona 
📍Maintain #Covid appropriate behaviour:

➡️Wear Mask
➡️Wash your hands
➡️Maintain physical distance

#Un…",en,0.0,2.0,PRODefNgp,"IndiaFightsCorona, Covid",PRO_Vizag,"Nagpur, India",maintain appropri behaviour wear mask wash hand maintain physic distanc,0.4939,0.0,0.738,0.262,pos
1404510000000000000,2021-06-14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Novavax Offers U.S. a Fourth Strong Covid-19 Vaccine https://t.co/tDCDnfq5FP,en,1.0,0.0,V2019N,,,,novavax offer fourth strong covid19 vaccin,0.5106,0.0,0.602,0.398,pos
1397861217746700000,2021-05-27,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NationAfrica: Namibian President, First Lady test positive for Covid-19
https://t.co/zUimuWUFdT",en,0.0,3.0,nuhu_za,,NationAfrica,,namibian presid first ladi test posit covid19,0.0,0.0,1.0,0.0,neu
1391048325621810000,2021-05-08,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@DantaPeter I agree with you and @6amerBr0 here. I will be very upset if any of my friends and/or family dies in an… https://t.co/txJhFkNrBl,en,0.0,468.0,trueSQUEAkEr41,,"DantaPeter, 6amerBr0","Washington, D.C.",agre upset friend famili dy,0.1531,0.295,0.341,0.364,pos
1397847976341510000,2021-05-27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Why is there not stricter protocols around hotel quarantine? It seems return travellers are free to roam after 14 d… https://t.co/u7AH4Hsxdf,en,0.0,0.0,MattCameron_AU,,,"Victoria, Australia",stricter protocol around hotel quarantin seem return travel free roam,0.5106,0.0,0.732,0.268,pos
1402710000000000000,2021-06-09,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @DineshDSouza: Today: Is Covid-19 a bio-weapon? An open-minded examination. Why Hume was wrong about miracles. And author Seth Barron on…,en,0.0,115.0,Tmabey3,,DineshDSouza,,today covid19 bio weapon open mind examin hume wrong miracl author seth barron,-0.6486,0.325,0.675,0.0,neg
1405980000000000000,2021-06-18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",More than 350 doctors and medical workers have caught COVID-19 in Indonesia despite being vaccinated with Sinovac a… https://t.co/9CRlahLOQW,en,0.0,282.0,tanawc,,,De mooiste stad van Nederland.,doctor medic worker caught covid19 indonesia despit vaccin sinovac,0.0,0.0,1.0,0.0,neu
1397646169841530000,2021-05-26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Bobby_Network: COVID-19 newsstream intermission: @HillaryClinton directly appeals to QAnon to stop claiming she drinks children’s blood…,en,1.0,1.0,OlliSmith_1904,,"Bobby_Network, HillaryClinton",Minga,covid19 newsstream intermiss directli appeal qanon stop claim drink child blood,-0.296,0.18,0.82,0.0,neg
1389953451342360000,2021-05-05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @FLAHAULT: 1/22. May 05 to May 11 - 
""Around the #COVID19 World in Eighty Seconds""!

Daily epidemic 7-day forecasting for 192 countries/…",en,0.0,0.0,Parmantier4,COVID19,FLAHAULT,,may may around world eighti second daili epidem day forecast countri,0.0,0.0,1.0,0.0,neu
1397258185120020000,2021-05-25,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","On May 24, Nicolás Maduro announced that 1.3 million vaccines from #China had arrived in #Venezuela, as it experien… https://t.co/zOjQXxBCUD",en,0.0,0.0,ACLatAm,"China, Venezuela",,"Washington, DC",may nicol maduro announc million vaccin arriv eerien,0.0,0.0,1.0,0.0,neu
1398651369037260000,2021-05-29,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@PCMCSarathi slots are open hrs for 45+ but nothing for 18+. 

If no one using it 45+, why don't we divert these to… https://t.co/iHp8wYqGLX",en,0.0,0.0,pathaknilesh007,,PCMCSarathi,India,slot open hr noth one use divert,0.0,0.0,1.0,0.0,neu
1399101762594870000,2021-05-30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Optimistic004: We started with Covid'19 scam💔💔Scaled through
We slightly conquered #endsars ￼
#endpolicebrutality
#EndBadGoveranceInNig…",en,0.0,4.0,Optimistic004,"endsars, endpolicebrutality",Optimistic004,Close to you,start covid19 scamscal slightli conquer,0.0,0.0,1.0,0.0,neu
1404200000000000000,2021-06-13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",“Never in our history has our collective destiny and our collective health depended so completely on our individual… https://t.co/VYDjKGm7MN,en,0.0,15.0,samgosling92,,,"Torpoint, Cornwall, UK",never histori collect destini collect health depend complet individu,0.0,0.0,1.0,0.0,neu
1398382682678070000,2021-05-28,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@polimernews May all an innocent members from the same family who lost their lives due to COVID-19, rest in peace.",en,0.0,2.0,Sudarsan_Dinesh,,polimernews,"Dubai, United Arab Emirates",may innoc member famili lost life due covid19 rest peac,-0.3182,0.204,0.796,0.0,neg
1402360000000000000,2021-06-08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RealJoelSmalley: Independent research and analysis of public data that keeps leading to the same conclusions... At some point, perhaps…",en,0.0,9237.0,sherwood682,,RealJoelSmalley,,independ research analysi public data keep lead conclus point perhap,0.0,0.0,1.0,0.0,neu
1400440000000000000,2021-06-03,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @SkyNewsBreak: Public Health England surveillance report shows COVID-19 case rates have increased or stayed level across all age groups…,en,0.0,0.0,RotItsDaniel1,,SkyNewsBreak,,public health england surveil report show covid19 case rate increas stay level across age group,0.0,0.0,1.0,0.0,neu
1395762664450660000,2021-05-21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @jobeckerhrw: Next Wednesday, @hrw, @GhanaFoN and @ISERUganda will be launching a new report on how the Covid-19 pandemic is fueling chi…",en,0.0,1.0,ChildLaborCLC,,"jobeckerhrw, hrw, GhanaFoN, ISERUganda",D.C.,next wednesday launch new report covid19 pandem fuel chi,0.0,0.0,1.0,0.0,neu
